Order Date,Ship Date,Order ID,Sales Channel,Order Priority,Product ID,Product Category,Product Name,Unit Cost ($),Unit Price ($),Customer ID,Customer Name,Customer Segment,Country,Region,City,Quantity,Gross Sales ($),Discount %,Discount Amount ($),Net Sales ($),Total Cost ($),Gross Profit ($),Profit Margin %,Shipping Cost ($),Ship Mode,Delivery Status,Customer Rating
14-05-2026,17-05-2026,BE-10100,In-Store,Low,PROD-AUD-86,Audio,NeoBuds Pro,45.0,120.0,CUST-341,Customer 341,Corporate,France,EMEA,Paris,2,240.0,20.0%,48.00,192.00,90.00,102.00,53.1%,5.21,Express,Delivered,3
03-03-2025,05-03-2025,BE-10101,Distributor,Low,PROD-COM-76,Computing,Titan Laptop,600.0,1299.0,CUST-986,Customer 986,Corporate,Canada,NA,Toronto,9,11691.0,10.0%,1169.10,10521.90,5400.00,5121.90,48.7%,41.52,Express,Delivered,5
07-09-2024,10-09-2024,BE-10102,In-Store,Medium,PROD-COM-67,Computing,Apex Desktop,750.0,1599.0,CUST-210,Customer 210,Education,India,APAC,Mumbai,12,19188.0,10.0%,1918.80,17269.20,9000.00,8269.20,47.9%,26.94,Express,Delivered,5
27-10-2024,31-10-2024,BE-10103,Online,High,PROD-COM-54,Computing,Pro Monitor 27,120.0,279.0,CUST-636,Customer 636,Education,Brazil,LATAM,Sao Paulo,12,3348.0,5.0%,167.40,3180.60,1440.00,1740.60,54.7%,49.89,Express,Delivered,4
04-10-2025,05-10-2025,BE-10104,Online,Medium,PROD-COM-70,Computing,Pro Monitor 27,120.0,279.0,CUST-158,Customer 158,Education,Canada,NA,Toronto,12,3348.0,0.0%,0.00,3348.00,1440.00,1908.00,57.0%,58.59,Express,Delivered,4
01-01-2026,04-01-2026,BE-10105,In-Store,High,PROD-SMA-33,Smart Home,Beacon Camera,35.0,99.0,CUST-615,Customer 615,Consumer,Mexico,LATAM,Mexico City,5,495.0,0.0%,0.00,495.00,175.00,320.00,64.7%,19.09,Overnight,Delayed,4
05-01-2025,07-01-2025,BE-10106,Online,Medium,PROD-WEA-12,Wearables,Aura Smart Ring,70.0,199.0,CUST-854,Customer 854,Consumer,India,APAC,Mumbai,3,597.0,10.0%,59.70,537.30,210.00,327.30,60.9%,9.65,Express,Delivered,3
02-01-2024,04-01-2024,BE-10107,In-Store,Low,PROD-WEA-50,Wearables,Aura Smart Ring,70.0,199.0,CUST-433,Customer 433,Consumer,Japan,APAC,Tokyo,8,1592.0,5.0%,79.60,1512.40,560.00,952.40,63.0%,31.90,Overnight,Delivered,4
06-03-2024,11-03-2024,BE-10108,Online,Medium,PROD-WEA-74,Wearables,FitTrack Watch,50.0,149.0,CUST-127,Customer 127,Education,Japan,APAC,Tokyo,3,447.0,0.0%,0.00,447.00,150.00,297.00,66.4%,8.98,Standard,Delivered,5
12-05-2024,14-05-2024,BE-10109,In-Store,Low,PROD-COM-66,Computing,Titan Laptop,600.0,1299.0,CUST-356,Customer 356,Consumer,India,APAC,Mumbai,5,6495.0,5.0%,324.75,6170.25,3000.00,3170.25,51.4%,21.73,Overnight,Delayed,3
29-11-2024,30-11-2024,BE-10110,Online,Medium,PROD-WEA-35,Wearables,Aura Smart Ring,70.0,199.0,CUST-981,Customer 981,Education,UK,EMEA,London,5,995.0,0.0%,0.00,995.00,350.00,645.00,64.8%,11.55,Overnight,Delivered,3
29-08-2024,05-09-2024,BE-10111,In-Store,Critical,PROD-COM-98,Computing,Apex Desktop,750.0,1599.0,CUST-792,Customer 792,Education,Australia,APAC,Sydney,11,17589.0,0.0%,0.00,17589.00,8250.00,9339.00,53.1%,44.01,Overnight,Delivered,4
15-01-2026,19-01-2026,BE-10112,Distributor,Medium,PROD-MOB-10,Mobile,Quantum Phone X,400.0,899.0,CUST-435,Customer 435,Corporate,Canada,NA,Toronto,6,5394.0,0.0%,0.00,5394.00,2400.00,2994.00,55.5%,23.91,Overnight,Delayed,5
24-05-2024,29-05-2024,BE-10113,Online,Medium,PROD-AUD-81,Audio,Aero Headphones,80.0,199.0,CUST-213,Customer 213,Consumer,Canada,NA,Toronto,14,2786.0,0.0%,0.00,2786.00,1120.00,1666.00,59.8%,55.35,Express,Delivered,3
28-07-2025,04-08-2025,BE-10114,Online,High,PROD-AUD-57,Audio,NeoBuds Pro,45.0,120.0,CUST-803,Customer 803,Consumer,India,APAC,Mumbai,11,1320.0,15.0%,198.00,1122.00,495.00,627.00,55.9%,35.34,Express,Delayed,4
16-08-2025,21-08-2025,BE-10115,Online,Low,PROD-COM-84,Computing,Titan Laptop,600.0,1299.0,CUST-581,Customer 581,Corporate,India,APAC,Mumbai,5,6495.0,0.0%,0.00,6495.00,3000.00,3495.00,53.8%,15.50,Overnight,Delivered,4
17-04-2025,20-04-2025,BE-10116,In-Store,Low,PROD-AUD-53,Audio,Aero Headphones,80.0,199.0,CUST-704,Customer 704,Education,Mexico,LATAM,Mexico City,14,2786.0,5.0%,139.30,2646.70,1120.00,1526.70,57.7%,47.47,Overnight,Delivered,5
29-03-2025,04-04-2025,BE-10117,Online,Medium,PROD-WEA-34,Wearables,Aura Smart Ring,70.0,199.0,CUST-549,Customer 549,Consumer,Australia,APAC,Sydney,11,2189.0,10.0%,218.90,1970.10,770.00,1200.10,60.9%,48.83,Express,Delivered,4
10-02-2025,13-02-2025,BE-10118,Online,Medium,PROD-WEA-24,Wearables,Aura Smart Ring,70.0,199.0,CUST-120,Customer 120,Education,India,APAC,Mumbai,13,2587.0,0.0%,0.00,2587.00,910.00,1677.00,64.8%,29.96,Standard,Delivered,4
22-06-2025,28-06-2025,BE-10119,In-Store,Medium,PROD-SMA-17,Smart Home,Omni Speaker,25.0,69.0,CUST-593,Customer 593,Corporate,UK,EMEA,London,13,897.0,0.0%,0.00,897.00,325.00,572.00,63.8%,30.75,Overnight,Delivered,5
07-06-2024,11-06-2024,BE-10120,In-Store,Critical,PROD-AUD-70,Audio,Wave Soundbar,110.0,299.0,CUST-138,Customer 138,Corporate,Japan,APAC,Tokyo,1,299.0,0.0%,0.00,299.00,110.00,189.00,63.2%,3.58,Overnight,Returned,5
03-10-2024,08-10-2024,BE-10121,Distributor,Medium,PROD-AUD-18,Audio,Wave Soundbar,110.0,299.0,CUST-217,Customer 217,Corporate,USA,NA,New York,10,2990.0,15.0%,448.50,2541.50,1100.00,1441.50,56.7%,30.60,Express,Delivered,4
14-06-2025,19-06-2025,BE-10122,Distributor,Medium,PROD-MOB-27,Mobile,Quantum Phone X,400.0,899.0,CUST-763,Customer 763,Consumer,Japan,APAC,Tokyo,5,4495.0,0.0%,0.00,4495.00,2000.00,2495.00,55.5%,21.05,Express,Delivered,4
07-03-2025,10-03-2025,BE-10123,Distributor,Medium,PROD-COM-41,Computing,Pro Monitor 27,120.0,279.0,CUST-761,Customer 761,Corporate,USA,NA,New York,9,2511.0,0.0%,0.00,2511.00,1080.00,1431.00,57.0%,44.67,Overnight,Delivered,5
08-01-2025,11-01-2025,BE-10124,Distributor,Medium,PROD-AUD-84,Audio,NeoBuds Pro,45.0,120.0,CUST-653,Customer 653,Corporate,Japan,APAC,Tokyo,6,720.0,5.0%,36.00,684.00,270.00,414.00,60.5%,16.93,Express,Delivered,5
17-06-2026,20-06-2026,BE-10125,Online,Medium,PROD-AUD-79,Audio,Aero Headphones,80.0,199.0,CUST-775,Customer 775,Consumer,USA,NA,Los Angeles,12,2388.0,10.0%,238.80,2149.20,960.00,1189.20,55.3%,32.41,Standard,Delivered,4
22-03-2026,25-03-2026,BE-10126,In-Store,Critical,PROD-COM-79,Computing,Apex Desktop,750.0,1599.0,CUST-166,Customer 166,Corporate,UK,EMEA,London,3,4797.0,10.0%,479.70,4317.30,2250.00,2067.30,47.9%,10.19,Express,Delivered,5
21-04-2025,25-04-2025,BE-10127,In-Store,Low,PROD-AUD-89,Audio,Aero Headphones,80.0,199.0,CUST-944,Customer 944,Consumer,India,APAC,Mumbai,12,2388.0,20.0%,477.60,1910.40,960.00,950.40,49.8%,41.10,Express,Delivered,4
21-09-2025,28-09-2025,BE-10128,Online,Low,PROD-SMA-39,Smart Home,Omni Speaker,25.0,69.0,CUST-203,Customer 203,Corporate,France,EMEA,Paris,1,69.0,5.0%,3.45,65.55,25.00,40.55,61.9%,3.52,Express,Delivered,3
23-04-2024,26-04-2024,BE-10129,Distributor,Medium,PROD-AUD-11,Audio,NeoBuds Pro,45.0,120.0,CUST-762,Customer 762,Consumer,Australia,APAC,Sydney,4,480.0,0.0%,0.00,480.00,180.00,300.00,62.5%,19.31,Express,Delivered,5
07-12-2024,10-12-2024,BE-10130,Distributor,Medium,PROD-SMA-21,Smart Home,Beacon Camera,35.0,99.0,CUST-242,Customer 242,Corporate,UK,EMEA,London,3,297.0,5.0%,14.85,282.15,105.00,177.15,62.8%,10.79,Express,Delivered,5
13-03-2024,16-03-2024,BE-10131,Distributor,Medium,PROD-COM-11,Computing,Apex Desktop,750.0,1599.0,CUST-625,Customer 625,Corporate,Mexico,LATAM,Mexico City,9,14391.0,5.0%,719.55,13671.45,6750.00,6921.45,50.6%,30.94,Standard,Delayed,4
01-12-2024,05-12-2024,BE-10132,Distributor,Medium,PROD-WEA-12,Wearables,Aura Smart Ring,70.0,199.0,CUST-209,Customer 209,Consumer,USA,NA,New York,2,398.0,0.0%,0.00,398.00,140.00,258.00,64.8%,4.15,Standard,Delivered,2
10-03-2026,12-03-2026,BE-10133,In-Store,High,PROD-SMA-40,Smart Home,Omni Speaker,25.0,69.0,CUST-111,Customer 111,Consumer,Brazil,LATAM,Sao Paulo,6,414.0,0.0%,0.00,414.00,150.00,264.00,63.8%,12.32,Express,Delivered,3
11-04-2025,13-04-2025,BE-10134,In-Store,Low,PROD-AUD-20,Audio,Wave Soundbar,110.0,299.0,CUST-616,Customer 616,Education,Canada,NA,Toronto,3,897.0,0.0%,0.00,897.00,330.00,567.00,63.2%,6.67,Express,Delivered,3
02-02-2026,06-02-2026,BE-10135,Online,Medium,PROD-SMA-49,Smart Home,Omni Speaker,25.0,69.0,CUST-499,Customer 499,Consumer,Mexico,LATAM,Mexico City,12,828.0,10.0%,82.80,745.20,300.00,445.20,59.7%,50.08,Standard,Delayed,4
02-06-2025,05-06-2025,BE-10136,Online,Low,PROD-WEA-95,Wearables,FitTrack Watch,50.0,149.0,CUST-582,Customer 582,Corporate,France,EMEA,Paris,5,745.0,0.0%,0.00,745.00,250.00,495.00,66.4%,13.90,Express,Delivered,3
13-01-2024,14-01-2024,BE-10137,Online,High,PROD-MOB-94,Mobile,Quantum Phone X,400.0,899.0,CUST-164,Customer 164,Consumer,Mexico,LATAM,Mexico City,1,899.0,0.0%,0.00,899.00,400.00,499.00,55.5%,3.64,Overnight,Delivered,4
04-03-2026,06-03-2026,BE-10138,Distributor,Medium,PROD-MOB-91,Mobile,Alpha Lite,150.0,349.0,CUST-728,Customer 728,Consumer,Germany,EMEA,Berlin,5,1745.0,20.0%,349.00,1396.00,750.00,646.00,46.3%,12.00,Standard,Delivered,5
25-07-2025,26-07-2025,BE-10139,Online,High,PROD-AUD-67,Audio,Wave Soundbar,110.0,299.0,CUST-229,Customer 229,Education,France,EMEA,Paris,6,1794.0,5.0%,89.70,1704.30,660.00,1044.30,61.3%,23.05,Overnight,Delivered,3
24-03-2025,27-03-2025,BE-10140,Distributor,Medium,PROD-WEA-96,Wearables,Aura Smart Ring,70.0,199.0,CUST-515,Customer 515,Education,Brazil,LATAM,Sao Paulo,8,1592.0,0.0%,0.00,1592.00,560.00,1032.00,64.8%,28.21,Express,Delivered,5
02-02-2025,08-02-2025,BE-10141,Online,Medium,PROD-COM-67,Computing,Pro Monitor 27,120.0,279.0,CUST-535,Customer 535,Corporate,Mexico,LATAM,Mexico City,10,2790.0,0.0%,0.00,2790.00,1200.00,1590.00,57.0%,22.47,Standard,Delivered,5
07-04-2025,09-04-2025,BE-10142,In-Store,Low,PROD-AUD-77,Audio,Wave Soundbar,110.0,299.0,CUST-428,Customer 428,Consumer,France,EMEA,Paris,14,4186.0,15.0%,627.90,3558.10,1540.00,2018.10,56.7%,41.53,Overnight,Returned,5
08-06-2024,12-06-2024,BE-10143,In-Store,Medium,PROD-SMA-20,Smart Home,Beacon Camera,35.0,99.0,CUST-792,Customer 792,Corporate,India,APAC,Mumbai,9,891.0,0.0%,0.00,891.00,315.00,576.00,64.7%,32.85,Express,Delivered,5
25-12-2025,29-12-2025,BE-10144,Distributor,Medium,PROD-COM-30,Computing,Apex Desktop,750.0,1599.0,CUST-513,Customer 513,Corporate,Australia,APAC,Sydney,1,1599.0,0.0%,0.00,1599.00,750.00,849.00,53.1%,3.63,Standard,Delivered,4
25-12-2024,28-12-2024,BE-10145,In-Store,High,PROD-SMA-84,Smart Home,Beacon Camera,35.0,99.0,CUST-401,Customer 401,Consumer,UK,EMEA,London,13,1287.0,0.0%,0.00,1287.00,455.00,832.00,64.7%,31.14,Overnight,Delivered,5
10-02-2025,15-02-2025,BE-10146,Online,Medium,PROD-WEA-52,Wearables,Aura Smart Ring,70.0,199.0,CUST-562,Customer 562,Education,Japan,APAC,Tokyo,3,597.0,0.0%,0.00,597.00,210.00,387.00,64.8%,6.84,Overnight,Delayed,4
27-12-2024,30-12-2024,BE-10147,Online,Medium,PROD-AUD-12,Audio,NeoBuds Pro,45.0,120.0,CUST-235,Customer 235,Education,Mexico,LATAM,Mexico City,10,1200.0,5.0%,60.00,1140.00,450.00,690.00,60.5%,29.33,Standard,Delivered,5
21-04-2024,25-04-2024,BE-10148,In-Store,High,PROD-SMA-95,Smart Home,Beacon Camera,35.0,99.0,CUST-165,Customer 165,Corporate,Brazil,LATAM,Sao Paulo,14,1386.0,0.0%,0.00,1386.00,490.00,896.00,64.7%,68.24,Standard,Delivered,5
10-03-2024,15-03-2024,BE-10149,Distributor,Medium,PROD-WEA-13,Wearables,Aura Smart Ring,70.0,199.0,CUST-834,Customer 834,Corporate,Mexico,LATAM,Mexico City,3,597.0,0.0%,0.00,597.00,210.00,387.00,64.8%,11.97,Express,Delivered,1
10-02-2026,12-02-2026,BE-10150,Distributor,High,PROD-WEA-26,Wearables,Aura Smart Ring,70.0,199.0,CUST-137,Customer 137,Consumer,France,EMEA,Paris,8,1592.0,0.0%,0.00,1592.00,560.00,1032.00,64.8%,21.41,Express,Delivered,4
06-07-2024,11-07-2024,BE-10151,In-Store,Medium,PROD-AUD-92,Audio,Aero Headphones,80.0,199.0,CUST-258,Customer 258,Corporate,Germany,EMEA,Berlin,5,995.0,10.0%,99.50,895.50,400.00,495.50,55.3%,17.76,Standard,Delivered,4
25-04-2025,26-04-2025,BE-10152,Distributor,High,PROD-SMA-56,Smart Home,Omni Speaker,25.0,69.0,CUST-282,Customer 282,Corporate,USA,NA,New York,1,69.0,5.0%,3.45,65.55,25.00,40.55,61.9%,3.49,Overnight,Delivered,4
03-05-2024,06-05-2024,BE-10153,Online,Low,PROD-AUD-25,Audio,Wave Soundbar,110.0,299.0,CUST-177,Customer 177,Consumer,Germany,EMEA,Berlin,3,897.0,0.0%,0.00,897.00,330.00,567.00,63.2%,6.22,Express,Delivered,5
16-07-2025,22-07-2025,BE-10154,In-Store,High,PROD-MOB-55,Mobile,Quantum Phone X,400.0,899.0,CUST-976,Customer 976,Consumer,Brazil,LATAM,Sao Paulo,4,3596.0,10.0%,359.60,3236.40,1600.00,1636.40,50.6%,13.50,Standard,Delivered,5
12-01-2026,18-01-2026,BE-10155,Online,Low,PROD-COM-33,Computing,Titan Laptop,600.0,1299.0,CUST-737,Customer 737,Consumer,Germany,EMEA,Berlin,12,15588.0,0.0%,0.00,15588.00,7200.00,8388.00,53.8%,38.36,Standard,Returned,2
09-09-2025,11-09-2025,BE-10156,Distributor,Critical,PROD-SMA-44,Smart Home,Omni Speaker,25.0,69.0,CUST-975,Customer 975,Corporate,Mexico,LATAM,Mexico City,6,414.0,0.0%,0.00,414.00,150.00,264.00,63.8%,27.21,Express,Delivered,4
10-09-2025,11-09-2025,BE-10157,Online,Medium,PROD-MOB-66,Mobile,Quantum Phone X,400.0,899.0,CUST-795,Customer 795,Consumer,Australia,APAC,Sydney,6,5394.0,15.0%,809.10,4584.90,2400.00,2184.90,47.7%,12.39,Overnight,Returned,4
01-03-2025,06-03-2025,BE-10158,Online,Medium,PROD-AUD-67,Audio,NeoBuds Pro,45.0,120.0,CUST-298,Customer 298,Education,Japan,APAC,Tokyo,5,600.0,5.0%,30.00,570.00,225.00,345.00,60.5%,16.96,Standard,Delayed,5
28-02-2025,01-03-2025,BE-10159,In-Store,Medium,PROD-WEA-80,Wearables,Aura Smart Ring,70.0,199.0,CUST-544,Customer 544,Consumer,Brazil,LATAM,Sao Paulo,13,2587.0,15.0%,388.05,2198.95,910.00,1288.95,58.6%,54.19,Standard,Delivered,4
08-05-2025,11-05-2025,BE-10160,Online,Critical,PROD-AUD-94,Audio,Wave Soundbar,110.0,299.0,CUST-709,Customer 709,Consumer,Germany,EMEA,Berlin,2,598.0,15.0%,89.70,508.30,220.00,288.30,56.7%,6.76,Overnight,Delivered,2
24-07-2025,27-07-2025,BE-10161,Distributor,High,PROD-COM-58,Computing,Pro Monitor 27,120.0,279.0,CUST-393,Customer 393,Corporate,Japan,APAC,Tokyo,4,1116.0,5.0%,55.80,1060.20,480.00,580.20,54.7%,10.46,Standard,Delivered,3
15-01-2025,18-01-2025,BE-10162,Online,Low,PROD-MOB-35,Mobile,Alpha Lite,150.0,349.0,CUST-881,Customer 881,Consumer,Mexico,LATAM,Mexico City,3,1047.0,15.0%,157.05,889.95,450.00,439.95,49.4%,10.85,Overnight,Delivered,5
13-01-2025,16-01-2025,BE-10163,Distributor,Medium,PROD-COM-60,Computing,Titan Laptop,600.0,1299.0,CUST-700,Customer 700,Corporate,Mexico,LATAM,Mexico City,12,15588.0,10.0%,1558.80,14029.20,7200.00,6829.20,48.7%,44.79,Standard,Delivered,5
13-04-2024,16-04-2024,BE-10164,In-Store,Medium,PROD-SMA-79,Smart Home,Beacon Camera,35.0,99.0,CUST-337,Customer 337,Education,Canada,NA,Toronto,11,1089.0,0.0%,0.00,1089.00,385.00,704.00,64.7%,54.46,Standard,Delivered,1
04-09-2025,08-09-2025,BE-10165,In-Store,Medium,PROD-COM-13,Computing,Titan Laptop,600.0,1299.0,CUST-619,Customer 619,Corporate,India,APAC,Mumbai,12,15588.0,10.0%,1558.80,14029.20,7200.00,6829.20,48.7%,35.51,Standard,Delivered,5
31-10-2025,04-11-2025,BE-10166,Distributor,Low,PROD-SMA-68,Smart Home,Beacon Camera,35.0,99.0,CUST-632,Customer 632,Consumer,Canada,NA,Toronto,1,99.0,0.0%,0.00,99.00,35.00,64.00,64.7%,4.47,Express,Delivered,5
20-04-2025,25-04-2025,BE-10167,In-Store,High,PROD-SMA-59,Smart Home,Beacon Camera,35.0,99.0,CUST-800,Customer 800,Consumer,Japan,APAC,Tokyo,12,1188.0,0.0%,0.00,1188.00,420.00,768.00,64.7%,36.88,Express,Delivered,5
03-10-2024,05-10-2024,BE-10168,Online,Medium,PROD-MOB-42,Mobile,Alpha Lite,150.0,349.0,CUST-897,Customer 897,Corporate,Canada,NA,Toronto,2,698.0,10.0%,69.80,628.20,300.00,328.20,52.2%,7.91,Express,Delivered,5
21-02-2026,23-02-2026,BE-10169,In-Store,Medium,PROD-AUD-25,Audio,NeoBuds Pro,45.0,120.0,CUST-961,Customer 961,Education,Japan,APAC,Tokyo,9,1080.0,5.0%,54.00,1026.00,405.00,621.00,60.5%,44.78,Overnight,Delivered,5
17-03-2025,20-03-2025,BE-10170,Online,Medium,PROD-WEA-66,Wearables,FitTrack Watch,50.0,149.0,CUST-615,Customer 615,Corporate,Mexico,LATAM,Mexico City,1,149.0,10.0%,14.90,134.10,50.00,84.10,62.7%,4.37,Standard,Delayed,5
07-09-2024,08-09-2024,BE-10171,In-Store,Medium,PROD-COM-55,Computing,Pro Monitor 27,120.0,279.0,CUST-745,Customer 745,Consumer,Mexico,LATAM,Mexico City,3,837.0,0.0%,0.00,837.00,360.00,477.00,57.0%,13.22,Overnight,Delivered,1
26-09-2024,02-10-2024,BE-10172,Distributor,High,PROD-AUD-60,Audio,Aero Headphones,80.0,199.0,CUST-955,Customer 955,Consumer,Mexico,LATAM,Mexico City,13,2587.0,20.0%,517.40,2069.60,1040.00,1029.60,49.8%,54.34,Overnight,Delivered,4
01-02-2025,03-02-2025,BE-10173,Online,Medium,PROD-WEA-45,Wearables,FitTrack Watch,50.0,149.0,CUST-886,Customer 886,Consumer,Mexico,LATAM,Mexico City,9,1341.0,10.0%,134.10,1206.90,450.00,756.90,62.7%,20.00,Standard,Delivered,5
08-03-2024,13-03-2024,BE-10174,Online,Critical,PROD-MOB-95,Mobile,Quantum Phone X,400.0,899.0,CUST-807,Customer 807,Education,India,APAC,Mumbai,14,12586.0,10.0%,1258.60,11327.40,5600.00,5727.40,50.6%,29.46,Overnight,Delivered,5
05-02-2026,09-02-2026,BE-10175,Online,High,PROD-SMA-76,Smart Home,Omni Speaker,25.0,69.0,CUST-568,Customer 568,Consumer,USA,NA,New York,4,276.0,15.0%,41.40,234.60,100.00,134.60,57.4%,8.78,Standard,Delivered,5
27-11-2024,03-12-2024,BE-10176,Online,Low,PROD-AUD-35,Audio,Aero Headphones,80.0,199.0,CUST-523,Customer 523,Consumer,Japan,APAC,Tokyo,4,796.0,10.0%,79.60,716.40,320.00,396.40,55.3%,15.68,Overnight,Delivered,3
16-03-2024,19-03-2024,BE-10177,In-Store,Medium,PROD-SMA-97,Smart Home,Beacon Camera,35.0,99.0,CUST-505,Customer 505,Consumer,Canada,NA,Toronto,6,594.0,0.0%,0.00,594.00,210.00,384.00,64.7%,16.58,Standard,Delivered,5
09-10-2025,11-10-2025,BE-10178,Online,Medium,PROD-MOB-66,Mobile,Quantum Phone X,400.0,899.0,CUST-382,Customer 382,Education,Mexico,LATAM,Mexico City,3,2697.0,0.0%,0.00,2697.00,1200.00,1497.00,55.5%,10.27,Standard,Delivered,1
30-05-2026,01-06-2026,BE-10179,Online,Medium,PROD-COM-48,Computing,Titan Laptop,600.0,1299.0,CUST-401,Customer 401,Corporate,France,EMEA,Paris,6,7794.0,15.0%,1169.10,6624.90,3600.00,3024.90,45.7%,19.15,Standard,Delivered,5
29-03-2026,03-04-2026,BE-10180,Distributor,Low,PROD-AUD-22,Audio,Aero Headphones,80.0,199.0,CUST-888,Customer 888,Education,Canada,NA,Toronto,14,2786.0,0.0%,0.00,2786.00,1120.00,1666.00,59.8%,44.37,Overnight,Delivered,5
24-09-2024,28-09-2024,BE-10181,Online,Medium,PROD-AUD-78,Audio,NeoBuds Pro,45.0,120.0,CUST-208,Customer 208,Education,UK,EMEA,London,7,840.0,0.0%,0.00,840.00,315.00,525.00,62.5%,32.30,Express,Delivered,4
23-02-2025,26-02-2025,BE-10182,Online,Low,PROD-COM-37,Computing,Pro Monitor 27,120.0,279.0,CUST-738,Customer 738,Corporate,Australia,APAC,Sydney,9,2511.0,15.0%,376.65,2134.35,1080.00,1054.35,49.4%,36.05,Standard,Delivered,5
28-07-2024,30-07-2024,BE-10183,Distributor,High,PROD-AUD-48,Audio,NeoBuds Pro,45.0,120.0,CUST-365,Customer 365,Education,USA,NA,Los Angeles,13,1560.0,0.0%,0.00,1560.00,585.00,975.00,62.5%,46.82,Express,Delivered,4
22-08-2024,25-08-2024,BE-10184,In-Store,Medium,PROD-WEA-94,Wearables,FitTrack Watch,50.0,149.0,CUST-518,Customer 518,Education,Canada,NA,Toronto,8,1192.0,5.0%,59.60,1132.40,400.00,732.40,64.7%,36.29,Express,Delayed,4
09-01-2025,12-01-2025,BE-10185,In-Store,Medium,PROD-MOB-69,Mobile,Alpha Lite,150.0,349.0,CUST-528,Customer 528,Education,Mexico,LATAM,Mexico City,9,3141.0,0.0%,0.00,3141.00,1350.00,1791.00,57.0%,26.61,Express,Delivered,1
09-11-2025,12-11-2025,BE-10186,Online,High,PROD-SMA-16,Smart Home,Omni Speaker,25.0,69.0,CUST-479,Customer 479,Consumer,Australia,APAC,Sydney,13,897.0,5.0%,44.85,852.15,325.00,527.15,61.9%,40.78,Overnight,Delivered,2
29-01-2025,01-02-2025,BE-10187,In-Store,Medium,PROD-WEA-43,Wearables,Aura Smart Ring,70.0,199.0,CUST-225,Customer 225,Consumer,USA,NA,Los Angeles,5,995.0,0.0%,0.00,995.00,350.00,645.00,64.8%,24.66,Overnight,Returned,4
05-03-2025,06-03-2025,BE-10188,In-Store,Medium,PROD-COM-60,Computing,Apex Desktop,750.0,1599.0,CUST-254,Customer 254,Consumer,India,APAC,Mumbai,14,22386.0,0.0%,0.00,22386.00,10500.00,11886.00,53.1%,63.09,Standard,Returned,4
07-10-2025,11-10-2025,BE-10189,Online,Medium,PROD-SMA-38,Smart Home,Omni Speaker,25.0,69.0,CUST-186,Customer 186,Corporate,Brazil,LATAM,Sao Paulo,13,897.0,20.0%,179.40,717.60,325.00,392.60,54.7%,56.17,Standard,Delivered,4
30-12-2024,03-01-2025,BE-10190,Distributor,Medium,PROD-COM-60,Computing,Pro Monitor 27,120.0,279.0,CUST-773,Customer 773,Consumer,Japan,APAC,Tokyo,1,279.0,5.0%,13.95,265.05,120.00,145.05,54.7%,4.03,Standard,Returned,4
19-01-2025,22-01-2025,BE-10191,Distributor,High,PROD-WEA-22,Wearables,FitTrack Watch,50.0,149.0,CUST-598,Customer 598,Education,USA,NA,New York,3,447.0,15.0%,67.05,379.95,150.00,229.95,60.5%,11.61,Standard,Delivered,4
03-06-2025,04-06-2025,BE-10192,In-Store,Medium,PROD-AUD-45,Audio,NeoBuds Pro,45.0,120.0,CUST-952,Customer 952,Education,USA,NA,Los Angeles,11,1320.0,0.0%,0.00,1320.00,495.00,825.00,62.5%,37.13,Express,Delivered,5
31-05-2025,04-06-2025,BE-10193,In-Store,Critical,PROD-SMA-55,Smart Home,Omni Speaker,25.0,69.0,CUST-575,Customer 575,Consumer,Australia,APAC,Sydney,10,690.0,20.0%,138.00,552.00,250.00,302.00,54.7%,34.50,Express,Delivered,4
09-08-2025,11-08-2025,BE-10194,Online,Medium,PROD-COM-73,Computing,Pro Monitor 27,120.0,279.0,CUST-201,Customer 201,Consumer,India,APAC,Mumbai,14,3906.0,0.0%,0.00,3906.00,1680.00,2226.00,57.0%,46.63,Overnight,Delivered,4
11-06-2024,13-06-2024,BE-10195,Online,High,PROD-AUD-90,Audio,NeoBuds Pro,45.0,120.0,CUST-464,Customer 464,Education,Japan,APAC,Tokyo,3,360.0,0.0%,0.00,360.00,135.00,225.00,62.5%,10.59,Express,Delivered,5
24-04-2025,30-04-2025,BE-10196,In-Store,Low,PROD-COM-63,Computing,Pro Monitor 27,120.0,279.0,CUST-213,Customer 213,Corporate,USA,NA,Los Angeles,9,2511.0,0.0%,0.00,2511.00,1080.00,1431.00,57.0%,23.69,Standard,Delivered,5
20-09-2024,27-09-2024,BE-10197,Online,Medium,PROD-COM-45,Computing,Titan Laptop,600.0,1299.0,CUST-469,Customer 469,Education,USA,NA,New York,8,10392.0,15.0%,1558.80,8833.20,4800.00,4033.20,45.7%,35.73,Standard,Delivered,5
03-12-2025,04-12-2025,BE-10198,In-Store,Medium,PROD-AUD-55,Audio,Wave Soundbar,110.0,299.0,CUST-293,Customer 293,Corporate,Japan,APAC,Tokyo,11,3289.0,0.0%,0.00,3289.00,1210.00,2079.00,63.2%,25.66,Standard,Delayed,2
23-03-2024,26-03-2024,BE-10199,Distributor,High,PROD-MOB-26,Mobile,Alpha Lite,150.0,349.0,CUST-672,Customer 672,Corporate,Mexico,LATAM,Mexico City,2,698.0,10.0%,69.80,628.20,300.00,328.20,52.2%,8.00,Overnight,Delivered,4
